label, NtQueryAttributesFile, DnsQuery_W, sendto, SendNotifyMessageA, CreateServiceW, NtCreateThreadEx, CryptHashData, CryptExportKey, CopyFileW, NtReadVirtualMemory, CreateServiceA, bind, DnsQuery_A, ControlService, ObtainUserAgentString, NtQuerySystemInformation, GetFileVersionInfoExW, NtGetContextThread, GetFileVersionInfoSizeW, GetSystemDirectoryW, RtlDecompressBuffer, NtOpenKey, GlobalMemoryStatus, Process32FirstW, GetCursorPos, CreateThread, CreateDirectoryExW, getaddrinfo, HttpOpenRequestW, recvfrom, ShellExecuteExW, CWindow_AddTimeoutCode, GetSystemDirectoryA, NtTerminateProcess, LoadStringW, SendNotifyMessageW, Module32NextW, accept, CreateDirectoryW, GetAdaptersAddresses, NtDeviceIoControlFile, CreateActCtxW, HttpOpenRequestA, NtQueryFullAttributesFile, InternetReadFile, DeleteUrlCacheEntryA, NtWriteFile, LookupAccountSidW, SetFileInformationByHandle, NetShareEnum, CryptEncrypt, EnumServicesStatusA, CDocument_write, NtClose, NtCreateSection, GetSystemWindowsDirectoryA, DrawTextExW, LdrGetProcedureAddress, CryptProtectData, connect, SHGetFolderPathW, RtlAddVectoredContinueHandler, RegEnumValueA, NtDeleteKey, GetSystemWindowsDirectoryW, NtCreateKey, NetGetJoinInformation, __anomaly__, GetKeyboardState, InternetGetConnectedState, InternetSetOptionA, WSASendTo, DeleteFileW, GetFileAttributesW, GetFileVersionInfoSizeExW, RegEnumValueW, CopyFileA, InternetOpenUrlW, AssignProcessToJobObject, SetErrorMode, PRF, InternetCrackUrlA, GetBestInterfaceEx, InternetOpenA, SHGetSpecialFolderLocation, NtSetContextThread, RegQueryValueExW, OpenServiceW, GetNativeSystemInfo, GlobalMemoryStatusEx, SetStdHandle, getsockname, GetDiskFreeSpaceW, CryptUnprotectMemory, SetFilePointerEx, IWbemServices_ExecQuery, RegDeleteKeyA, WSAStartup, RegQueryValueExA, GetAddrInfoW, CertControlStore, InternetOpenUrlA, InternetOpenW, GetKeyState, SetFilePointer, RegDeleteKeyW, MoveFileWithProgressW, GetAsyncKeyState, DrawTextExA, CopyFileExW, GetVolumePathNamesForVolumeNameW, CoInitializeEx, GetUserNameExA, LoadStringA, NtMapViewOfSection, CreateProcessInternalW, NtDeleteValueKey, ReadCabinetState, NtLoadDriver, NtResumeThread, timeGetTime, LoadResource, NtEnumerateValueKey, ExitWindowsEx, GetUserNameExW, GetSystemTimeAsFileTime, CoCreateInstanceEx, Process32NextW, InternetCrackUrlW, NtProtectVirtualMemory, RegEnumKeyExW, NtShutdownSystem, GetAdaptersInfo, OpenServiceA, RtlCreateUserThread, LdrGetDllHandle, RtlDecompressFragment, SetFileTime, LdrLoadDll, GetSystemMetrics, CoCreateInstance, CryptCreateHash, NtLoadKey, NtUnmapViewOfSection, NtSuspendThread, LdrUnloadDll, RegEnumKeyExA, InternetCloseHandle, NtOpenSection, GetFileVersionInfoW, RegDeleteValueA, FindFirstFileExA, select, GetTempPathW, RtlCompressBuffer, NtOpenDirectoryObject, NtQueueApcThread, GetUserNameA, WriteConsoleW, UuidCreate, DeviceIoControl, InternetConnectW, RegSetValueExA, GetDiskFreeSpaceExW, RegCloseKey, WriteConsoleA, NtOpenThread, NtEnumerateKey, COleScript_Compile, RegEnumKeyW, DecryptMessage, EnumWindows, ioctlsocket, TaskDialog, NtOpenMutant, Math_random, InternetSetStatusCallback, RegDeleteValueW, FindWindowExA, ReadProcessMemory, CryptDecodeObjectEx, FindWindowExW, NtCreateFile, UnhookWindowsHookEx, InternetConnectA, Thread32First, GetFileType, IWbemServices_ExecMethod, LookupPrivilegeValueW, SetEndOfFile, GetComputerNameW, RtlRemoveVectoredContinueHandler, CoInitializeSecurity, CertOpenSystemStoreA, InternetWriteFile, setsockopt, NtDuplicateObject, CryptProtectMemory, MessageBoxTimeoutA, MessageBoxTimeoutW, CertCreateCertificateContext, NtQueryMultipleValueKey, NetUserGetLocalGroups, GetComputerNameA, NtOpenProcess, GetVolumeNameForVolumeMountPointW, gethostbyname, CElement_put_innerHTML, RegSetValueExW, NtSaveKey, SetInformationJobObject, CertOpenSystemStoreW, NtDelayExecution, NtOpenKeyEx, CryptDecrypt, RtlAddVectoredExceptionHandler, EncryptMessage, CryptGenKey, InternetQueryOptionA, ActiveXObjectFncObj_Construct, WSAConnect, GetSystemInfo, RegQueryInfoKeyA, SearchPathW, WriteProcessMemory, OpenSCManagerA, Thread32Next, RegCreateKeyExW, SetFileAttributesW, CoGetClassObject, NtWriteVirtualMemory, listen, WSASocketA, RegOpenKeyExW, RemoveDirectoryW, FindWindowA, WSASend, GetShortPathNameW, InternetGetConnectedStateExW, WSASocketW, NtQueryInformationFile, CoUninitialize, RegQueryInfoKeyW, CryptAcquireContextA, CreateJobObjectW, GetFileSize, IsDebuggerPresent, GetFileAttributesExW, NtQueryDirectoryFile, CreateToolhelp32Snapshot, InternetGetConnectedStateExA, NtCreateMutant, CertOpenStore, URLDownloadToFileW, __exception__, NetUserGetInfo, NtSetInformationFile, GetFileSizeEx, OpenSCManagerW, SetWindowsHookExA, NtSetValueKey, RtlRemoveVectoredExceptionHandler, NtReadFile, GetForegroundWindow, send, RegOpenKeyExA, shutdown, EnumServicesStatusW, FindResourceExA, NtQueryValueKey, StartServiceW, NtFreeVirtualMemory, DeleteService, CreateRemoteThread, NtTerminateThread, HttpSendRequestA, GetVolumePathNameW, SizeofResource, NtOpenFile, NtQueryKey, OutputDebugStringA, NtAllocateVirtualMemory, HttpSendRequestW, HttpQueryInfoA, recv, FindResourceW, DeleteUrlCacheEntryW, GetFileInformationByHandle, FindResourceExW, SetWindowsHookExW, WSARecvFrom, Module32FirstW, OleInitialize, RegCreateKeyExA, RemoveDirectoryA, FindWindowW, FindFirstFileExW, StartServiceA, GetTimeZoneInformation, SetUnhandledExceptionFilter, WSARecv, CryptAcquireContextW, GetUserNameW, closesocket, NtDeleteFile, RegisterHotKey, socket, GetFileInformationByHandleEx, FindResourceA
11, 4, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 16, 0, 0, 0, 0, 0, 0, 1, 3, 0, 43, 1, 2, 56, 1, 0, 16, 0, 0, 0, 0, 0, 0, 1, 4, 67, 0, 1, 2, 21, 2, 0, 0, 0, 0, 1, 3, 0, 2, 0, 0, 0, 601, 8, 0, 35, 35, 0, 0, 8, 0, 13, 0, 9, 1, 0, 0, 1, 0, 0, 0, 0, 17, 0, 12, 0, 0, 0, 16, 0, 0, 0, 0, 1, 0, 425, 0, 3, 1, 0, 16, 0, 0, 1, 0, 0, 5, 171, 0, 0, 0, 0, 453, 142, 1, 0, 0, 127, 0, 8, 111, 0, 161, 8, 0, 0, 0, 0, 1, 0, 5, 2, 0, 0, 317, 4, 71, 0, 7, 81, 0, 2, 0, 0, 4, 0, 3, 1, 1201, 30, 0, 0, 4, 0, 5, 93, 0, 10, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 5, 1, 0, 0, 1, 423, 0, 0, 5, 0, 9, 0, 1, 0, 0, 2, 0, 0, 8, 0, 5, 0, 0, 142, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 16, 11, 0, 0, 0, 0, 0, 0, 0, 23, 3, 4, 0, 5, 0, 0, 0, 232, 298, 0, 0, 0, 0, 0, 0, 0, 7, 33, 2, 0, 0, 0, 1, 3, 22, 0, 0, 0, 441, 0, 0, 0, 4, 0, 0, 3, 111, 7, 0, 0, 28, 12, 7, 112, 39, 0, 15, 0, 0, 43, 0, 0, 20, 0, 0, 12, 0, 24, 491, 0, 141, 16, 0, 0, 590, 0, 258, 0, 0, 0, 0, 0, 3, 16, 427, 0, 1, 0, 0, 0, 5, 0, 1, 68, 4, 0, 6, 0, 5, 0, 1, 23, 0, 0, 0, 0, 1, 2, 16, 0, 0, 16, 28, 4
12, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 38, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 8, 0, 0, 0, 9, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 338, 8, 0, 26, 76, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 7, 16, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 2316, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 3, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 8, 17, 0, 0, 14, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 81, 0, 0, 0, 0, 192, 0, 0, 0, 0, 14, 0, 0, 30, 134, 2, 0, 0, 16, 0, 32, 0, 0, 10, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 558, 0, 0, 0, 0, 111, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 14, 4, 3, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 680, 1, 0, 0, 0, 0, 0, 3, 18, 0, 0, 0, 1, 0, 0, 113, 0, 0, 2, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 117, 3, 0, 5, 3, 0, 0, 12, 0, 101, 0, 0, 0, 0, 0, 0, 2, 0, 0, 80, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 1, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 12, 0
14, 4, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 16, 0, 0, 0, 0, 0, 0, 1, 3, 0, 40, 0, 2, 104, 1, 0, 16, 0, 0, 0, 0, 0, 0, 1, 4, 69, 0, 1, 2, 21, 2, 0, 0, 0, 0, 1, 3, 0, 2, 0, 0, 0, 610, 9, 0, 17, 40, 0, 0, 8, 0, 13, 0, 9, 1, 0, 0, 1, 0, 0, 0, 0, 16, 0, 12, 0, 0, 0, 16, 0, 0, 0, 0, 1, 0, 425, 0, 3, 1, 0, 16, 0, 0, 1, 0, 0, 5, 171, 0, 0, 0, 0, 571, 142, 1, 0, 0, 118, 0, 8, 109, 0, 159, 9, 0, 0, 0, 0, 1, 0, 5, 2, 0, 0, 306, 4, 69, 0, 7, 81, 0, 2, 0, 0, 4, 0, 3, 1, 1199, 32, 0, 0, 4, 0, 5, 93, 0, 10, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 5, 1, 0, 0, 1, 423, 0, 0, 5, 0, 9, 0, 4, 0, 0, 2, 0, 0, 8, 0, 5, 0, 0, 134, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 16, 13, 0, 0, 0, 0, 0, 0, 0, 23, 3, 4, 0, 5, 0, 0, 0, 252, 322, 0, 0, 0, 0, 0, 0, 0, 2, 33, 2, 0, 0, 0, 1, 3, 22, 0, 0, 0, 441, 0, 0, 0, 4, 0, 0, 3, 110, 7, 0, 0, 28, 12, 7, 106, 37, 0, 15, 0, 0, 43, 0, 0, 18, 0, 0, 12, 0, 22, 511, 0, 141, 16, 0, 0, 608, 0, 252, 0, 0, 0, 0, 0, 3, 16, 472, 0, 254, 0, 0, 0, 5, 0, 1, 68, 4, 0, 6, 0, 5, 0, 1, 23, 0, 0, 0, 0, 1, 2, 16, 0, 0, 16, 26, 2
15, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 34, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 9, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 236, 7, 0, 1, 50, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 2, 0, 5, 14, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 2245, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 1, 0, 5, 0, 0, 0, 0, 0, 8, 16, 0, 0, 9, 1, 0, 0, 0, 0, 0, 4, 0, 0, 0, 82, 0, 0, 1, 0, 0, 0, 0, 0, 0, 12, 0, 0, 20, 23, 2, 0, 0, 10, 0, 5, 0, 1, 6, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 375, 0, 0, 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 14, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 484, 1, 0, 0, 0, 0, 0, 3, 18, 0, 0, 0, 1, 0, 0, 113, 0, 0, 2, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 132, 1, 0, 7, 0, 0, 0, 12, 0, 60, 0, 0, 0, 0, 0, 0, 2, 0, 0, 47, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 2, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0
16, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 1, 2, 0, 40, 0, 2, 63, 1, 0, 16, 0, 0, 0, 0, 0, 0, 1, 4, 74, 0, 1, 2, 21, 2, 0, 0, 0, 0, 1, 3, 0, 2, 0, 0, 0, 585, 8, 0, 20, 36, 0, 0, 8, 0, 13, 0, 3, 1, 0, 0, 1, 0, 0, 0, 0, 13, 0, 12, 0, 0, 0, 8, 0, 0, 0, 0, 1, 0, 426, 0, 2, 1, 0, 16, 0, 0, 1, 0, 0, 5, 171, 0, 0, 0, 0, 499, 142, 1, 0, 0, 110, 0, 8, 105, 0, 144, 8, 0, 0, 0, 0, 1, 0, 5, 4, 0, 0, 314, 4, 70, 0, 5, 81, 0, 2, 0, 0, 3, 0, 3, 1, 728, 35, 0, 0, 4, 0, 6, 93, 0, 10, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 5, 1, 0, 0, 1, 424, 0, 0, 5, 0, 9, 0, 5, 0, 0, 2, 0, 0, 8, 0, 5, 0, 0, 124, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 16, 12, 0, 0, 0, 0, 0, 0, 0, 19, 3, 4, 0, 5, 0, 0, 0, 249, 338, 0, 0, 0, 0, 0, 0, 0, 7, 33, 2, 0, 0, 0, 1, 3, 22, 0, 0, 0, 442, 0, 0, 0, 4, 0, 0, 3, 106, 7, 0, 0, 28, 12, 7, 86, 38, 0, 15, 0, 0, 40, 0, 0, 19, 0, 0, 12, 0, 24, 516, 0, 141, 16, 0, 0, 603, 0, 274, 0, 0, 0, 0, 0, 3, 8, 498, 0, 340, 0, 0, 0, 5, 0, 1, 68, 4, 0, 6, 0, 5, 0, 1, 17, 0, 0, 0, 0, 1, 2, 16, 0, 0, 16, 29, 2
17, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 35, 0, 0, 0, 2, 0, 3, 1, 0, 0, 0, 0, 3, 1, 0, 0, 0, 9, 2, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 282, 7, 0, 1, 189, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 2, 0, 5, 14, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 2272, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 24, 0, 0, 0, 1, 0, 5, 0, 0, 0, 0, 0, 8, 18, 0, 0, 9, 1, 0, 0, 0, 0, 0, 4, 0, 0, 0, 82, 0, 0, 1, 0, 0, 0, 0, 2, 0, 14, 0, 0, 37, 23, 4, 0, 0, 11, 0, 13, 0, 3, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 7, 0, 407, 0, 2, 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 14, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 2, 0, 5, 2, 0, 0, 0, 0, 505, 1, 0, 0, 0, 0, 0, 3, 18, 0, 0, 0, 1, 0, 0, 113, 0, 0, 3, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 132, 1, 0, 9, 0, 0, 0, 12, 0, 8, 0, 0, 0, 0, 0, 0, 2, 0, 0, 79, 1, 1, 0, 0, 0, 0, 4, 0, 0, 0, 2, 4, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0
18, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 1, 2, 0, 40, 0, 2, 61, 1, 0, 16, 0, 0, 0, 0, 0, 0, 1, 4, 74, 0, 1, 2, 21, 2, 0, 0, 0, 0, 1, 3, 0, 2, 0, 0, 0, 580, 9, 0, 10, 37, 0, 0, 8, 0, 13, 0, 3, 1, 0, 0, 1, 0, 0, 0, 0, 13, 0, 12, 0, 0, 0, 10, 0, 0, 0, 0, 1, 0, 425, 0, 2, 1, 0, 16, 0, 0, 1, 0, 0, 5, 171, 0, 0, 0, 0, 515, 142, 1, 0, 0, 163, 0, 8, 109, 0, 144, 9, 0, 0, 0, 0, 1, 0, 5, 2, 0, 0, 313, 4, 68, 0, 5, 81, 0, 2, 0, 0, 4, 0, 3, 1, 1891, 55, 0, 0, 4, 0, 5, 93, 0, 10, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 5, 1, 0, 0, 1, 423, 0, 0, 5, 0, 9, 0, 4, 0, 0, 2, 0, 0, 8, 0, 5, 0, 0, 140, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 16, 12, 0, 0, 0, 0, 0, 0, 0, 19, 4, 4, 0, 5, 0, 0, 0, 245, 285, 0, 0, 0, 0, 0, 0, 0, 2, 33, 2, 0, 0, 0, 1, 3, 22, 0, 0, 0, 441, 0, 0, 0, 4, 0, 0, 3, 110, 7, 0, 0, 28, 12, 7, 101, 37, 0, 15, 0, 0, 48, 0, 0, 21, 0, 0, 12, 0, 25, 544, 0, 141, 16, 0, 0, 587, 0, 283, 0, 0, 0, 0, 0, 3, 8, 411, 0, 345, 0, 0, 0, 5, 0, 1, 68, 1, 0, 6, 0, 5, 0, 1, 17, 0, 0, 0, 0, 1, 2, 16, 0, 0, 16, 29, 2
19, 9, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 2, 0, 103, 0, 2, 726, 5, 0, 6, 0, 0, 0, 0, 0, 0, 20, 2, 74, 0, 1, 2, 10, 2, 0, 0, 0, 0, 1, 3, 0, 1, 0, 0, 0, 373, 27, 0, 28, 651, 0, 5, 5, 0, 13, 0, 3, 1, 0, 0, 1, 0, 0, 0, 0, 35, 0, 12, 0, 0, 0, 44, 0, 0, 0, 0, 1, 0, 2533, 0, 2, 1, 0, 9, 0, 0, 1, 0, 0, 5, 171, 0, 0, 0, 0, 779, 142, 1, 0, 0, 296, 0, 8, 75, 0, 116, 39, 0, 0, 0, 0, 1, 0, 70, 2, 0, 0, 102, 4, 73, 0, 5, 81, 0, 2, 0, 0, 378, 0, 3, 57, 510, 30, 0, 0, 28, 0, 4, 93, 0, 10, 1, 0, 0, 15, 1, 0, 0, 0, 1, 0, 5, 2, 0, 0, 3, 952, 0, 0, 5, 0, 137, 0, 9, 0, 0, 5, 0, 0, 8, 0, 5, 0, 0, 97, 2, 0, 0, 0, 0, 0, 0, 9, 0, 1, 0, 0, 6, 14, 0, 0, 0, 0, 0, 0, 0, 39, 4, 4, 0, 5, 0, 0, 0, 106, 286, 0, 0, 0, 0, 0, 0, 0, 7, 31, 2, 0, 0, 0, 1, 3, 22, 0, 0, 0, 1132, 0, 0, 0, 4, 0, 0, 6, 71, 7, 0, 0, 10, 4, 7, 117, 39, 0, 10, 0, 0, 52, 0, 0, 13, 0, 0, 12, 0, 118, 578, 6, 141, 5, 0, 0, 61, 0, 153, 0, 0, 0, 0, 0, 3, 7, 6, 0, 262, 0, 0, 3, 3, 0, 1, 68, 4, 0, 6, 0, 3, 0, 3, 17, 0, 3, 0, 0, 1, 2, 5, 0, 0, 6, 12, 2
20, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 40, 0, 0, 0, 2, 0, 3, 1, 0, 0, 0, 0, 3, 1, 0, 0, 0, 9, 2, 13, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 300, 7, 0, 1, 203, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 2, 0, 5, 14, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 2282, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 24, 0, 0, 0, 1, 0, 5, 0, 0, 0, 0, 0, 8, 18, 0, 0, 9, 1, 0, 0, 0, 0, 0, 4, 0, 0, 0, 82, 0, 0, 1, 0, 0, 0, 0, 2, 0, 14, 0, 0, 41, 23, 6, 0, 0, 11, 0, 13, 0, 3, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 13, 0, 428, 0, 2, 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 14, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 2, 0, 8, 2, 0, 0, 0, 0, 526, 1, 0, 0, 0, 0, 0, 3, 18, 0, 0, 0, 1, 0, 0, 113, 0, 0, 3, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 132, 1, 0, 9, 0, 0, 0, 12, 0, 25, 0, 0, 0, 0, 0, 0, 2, 2, 0, 31, 1, 1, 0, 0, 0, 0, 4, 0, 0, 0, 2, 4, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0
21, 9, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 16, 0, 0, 0, 0, 0, 0, 1, 2, 0, 103, 0, 2, 437, 5, 0, 16, 0, 0, 0, 0, 0, 0, 20, 2, 74, 0, 1, 2, 21, 2, 0, 0, 0, 0, 1, 3, 0, 1, 0, 0, 0, 377, 27, 0, 28, 1257, 0, 0, 5, 0, 13, 0, 3, 1, 0, 0, 1, 0, 0, 0, 0, 35, 0, 12, 0, 0, 0, 44, 0, 0, 0, 0, 1, 0, 2532, 0, 2, 1, 0, 16, 0, 0, 1, 0, 0, 5, 171, 0, 0, 0, 0, 152, 142, 2, 0, 0, 161, 0, 8, 82, 0, 144, 39, 0, 0, 0, 0, 1, 0, 70, 2, 0, 0, 102, 4, 69, 0, 5, 81, 0, 2, 0, 0, 991, 0, 3, 55, 509, 30, 0, 0, 28, 0, 4, 93, 0, 10, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 5, 2, 0, 0, 3, 952, 0, 1, 6, 0, 135, 0, 10, 0, 0, 5, 0, 0, 8, 0, 5, 0, 0, 97, 2, 0, 0, 0, 0, 0, 0, 9, 0, 1, 0, 0, 16, 14, 0, 0, 0, 0, 0, 0, 0, 39, 3, 4, 0, 5, 0, 0, 0, 701, 446, 0, 0, 0, 0, 0, 0, 0, 7, 33, 2, 0, 0, 0, 1, 3, 22, 0, 0, 0, 1130, 0, 0, 0, 4, 0, 0, 6, 77, 7, 0, 0, 10, 12, 7, 117, 37, 0, 10, 0, 0, 48, 0, 0, 13, 0, 0, 16, 0, 118, 586, 0, 141, 16, 0, 0, 109, 0, 285, 0, 0, 0, 0, 0, 3, 7, 6, 0, 283, 0, 0, 0, 3, 0, 1, 68, 4, 0, 6, 0, 5, 0, 3, 17, 0, 0, 0, 0, 1, 2, 16, 0, 0, 16, 12, 2
22, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 2, 0, 40, 0, 2, 92, 1, 0, 6, 0, 0, 0, 0, 0, 0, 1, 3, 74, 0, 1, 2, 10, 2, 0, 0, 0, 0, 1, 3, 0, 2, 0, 0, 0, 538, 8, 0, 10, 35, 0, 2, 8, 0, 13, 0, 3, 1, 0, 0, 1, 0, 0, 0, 0, 13, 0, 12, 0, 0, 0, 8, 0, 0, 0, 0, 1, 0, 425, 0, 2, 1, 0, 6, 0, 0, 1, 0, 0, 5, 171, 0, 0, 0, 0, 415, 143, 1, 0, 0, 296, 0, 8, 101, 0, 122, 8, 0, 0, 0, 0, 1, 0, 5, 2, 0, 0, 277, 4, 69, 0, 5, 81, 0, 2, 0, 0, 3, 0, 3, 1, 771, 33, 0, 0, 4, 0, 5, 93, 0, 10, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 5, 2, 0, 0, 1, 423, 0, 0, 5, 0, 9, 0, 5, 0, 0, 2, 0, 0, 8, 0, 5, 0, 0, 116, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 6, 12, 0, 0, 0, 0, 0, 0, 0, 19, 3, 4, 0, 5, 0, 0, 0, 272, 286, 0, 0, 0, 0, 0, 0, 0, 7, 31, 2, 0, 0, 0, 1, 3, 22, 0, 0, 0, 441, 0, 0, 0, 4, 0, 0, 3, 102, 7, 0, 0, 28, 4, 7, 80, 37, 0, 15, 0, 0, 53, 0, 0, 18, 0, 0, 12, 0, 22, 486, 0, 141, 5, 0, 0, 589, 0, 141, 0, 0, 0, 0, 0, 3, 8, 414, 0, 240, 0, 0, 0, 5, 0, 1, 68, 4, 0, 6, 0, 3, 0, 1, 17, 0, 0, 0, 0, 1, 2, 5, 0, 0, 6, 26, 3
